2023-10-24 14:08:20,840 INFO    StreamThr :3153 [internal.py:wandb_internal():86] W&B internal server running at pid: 3153, started at: 2023-10-24 14:08:20.839731
2023-10-24 14:08:20,841 DEBUG   HandlerThread:3153 [handler.py:handle_request():146] handle_request: status
2023-10-24 14:08:20,842 INFO    WriterThread:3153 [datastore.py:open_for_write():85] open: /Users/oyvind/code/skole/master/rl-test/wandb/run-20231024_140820-gnmo6iz9/run-gnmo6iz9.wandb
2023-10-24 14:08:20,842 DEBUG   SenderThread:3153 [sender.py:send():380] send: header
2023-10-24 14:08:20,914 DEBUG   SenderThread:3153 [sender.py:send():380] send: run
2023-10-24 14:08:21,379 INFO    SenderThread:3153 [dir_watcher.py:__init__():211] watching files in: /Users/oyvind/code/skole/master/rl-test/wandb/run-20231024_140820-gnmo6iz9/files
2023-10-24 14:08:21,379 INFO    SenderThread:3153 [sender.py:_start_run_threads():1122] run started: gnmo6iz9 with start time 1698149300.840109
2023-10-24 14:08:21,383 DEBUG   HandlerThread:3153 [handler.py:handle_request():146] handle_request: check_version
2023-10-24 14:08:21,383 DEBUG   SenderThread:3153 [sender.py:send_request():407] send_request: check_version
2023-10-24 14:08:21,512 DEBUG   HandlerThread:3153 [handler.py:handle_request():146] handle_request: run_start
2023-10-24 14:08:21,535 DEBUG   HandlerThread:3153 [system_info.py:__init__():32] System info init
2023-10-24 14:08:21,535 DEBUG   HandlerThread:3153 [system_info.py:__init__():47] System info init done
2023-10-24 14:08:21,535 INFO    HandlerThread:3153 [system_monitor.py:start():194] Starting system monitor
2023-10-24 14:08:21,535 INFO    SystemMonitor:3153 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-10-24 14:08:21,536 INFO    HandlerThread:3153 [system_monitor.py:probe():214] Collecting system info
2023-10-24 14:08:21,536 DEBUG   HandlerThread:3153 [system_info.py:probe():196] Probing system
2023-10-24 14:08:21,537 INFO    SystemMonitor:3153 [interfaces.py:start():190] Started cpu monitoring
2023-10-24 14:08:21,538 INFO    SystemMonitor:3153 [interfaces.py:start():190] Started disk monitoring
2023-10-24 14:08:21,541 INFO    SystemMonitor:3153 [interfaces.py:start():190] Started gpuapple monitoring
2023-10-24 14:08:21,543 INFO    SystemMonitor:3153 [interfaces.py:start():190] Started memory monitoring
2023-10-24 14:08:21,543 INFO    SystemMonitor:3153 [interfaces.py:start():190] Started network monitoring
2023-10-24 14:08:21,665 DEBUG   HandlerThread:3153 [system_info.py:_probe_git():181] Probing git
2023-10-24 14:08:21,724 DEBUG   HandlerThread:3153 [system_info.py:_probe_git():189] Probing git done
2023-10-24 14:08:21,724 DEBUG   HandlerThread:3153 [system_info.py:probe():244] Probing system done
2023-10-24 14:08:21,724 DEBUG   HandlerThread:3153 [system_monitor.py:probe():223] {'os': 'macOS-13.5.2-arm64-arm-64bit', 'python': '3.10.13', 'heartbeatAt': '2023-10-24T12:08:21.536445', 'startedAt': '2023-10-24T12:08:20.835963', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/oyvind/code/skole/master/rl-test/mountain_car.py', 'codePathLocal': 'mountain_car.py', 'codePath': 'mountain_car.py', 'git': {'remote': 'git@github.com:Oyveloper/rl-test.git', 'commit': '9750d2209976682e8807ce697a139f25f9f2d72a'}, 'email': 'yvind.monsen@gmail.com', 'root': '/Users/oyvind/code/skole/master/rl-test', 'host': 'testing.local', 'username': 'oyvind', 'executable': '/Users/oyvind/code/skole/master/rl-test/.venv/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 926.3517189025879, 'used': 8.542999267578125}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-10-24 14:08:21,724 INFO    HandlerThread:3153 [system_monitor.py:probe():224] Finished collecting system info
2023-10-24 14:08:21,724 INFO    HandlerThread:3153 [system_monitor.py:probe():227] Publishing system info
2023-10-24 14:08:21,724 DEBUG   HandlerThread:3153 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-24 14:08:21,724 DEBUG   HandlerThread:3153 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-24 14:08:21,725 INFO    HandlerThread:3153 [system_monitor.py:probe():229] Finished publishing system info
2023-10-24 14:08:21,728 DEBUG   SenderThread:3153 [sender.py:send():380] send: files
2023-10-24 14:08:21,728 INFO    SenderThread:3153 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-10-24 14:08:21,732 DEBUG   HandlerThread:3153 [handler.py:handle_request():146] handle_request: stop_status
2023-10-24 14:08:21,732 DEBUG   HandlerThread:3153 [handler.py:handle_request():146] handle_request: internal_messages
2023-10-24 14:08:21,732 DEBUG   SenderThread:3153 [sender.py:send_request():407] send_request: stop_status
2023-10-24 14:08:21,733 INFO    HandlerThread:3153 [handler.py:handle_tbrecord():764] handling tbrecord: tbrecord {
  log_dir: "runs/ppo-mountain-car-continuous"
  save: true
}
control {
  relay_id: "4e73c82e08ac49cdaa1d87c9c41912d2"
}
_info {
  stream_id: "gnmo6iz9"
}

2023-10-24 14:08:21,734 DEBUG   HandlerThread:3153 [config_util.py:dict_from_config_file():101] no default config file found in config-defaults.yaml
2023-10-24 14:08:22,012 DEBUG   SenderThread:3153 [sender.py:send():380] send: telemetry
2023-10-24 14:08:22,012 DEBUG   SenderThread:3153 [sender.py:send():380] send: tbrecord
2023-10-24 14:08:22,013 DEBUG   SenderThread:3153 [sender.py:send():380] send: exit
2023-10-24 14:08:22,013 INFO    SenderThread:3153 [sender.py:send_exit():585] handling exit code: 1
2023-10-24 14:08:22,013 INFO    SenderThread:3153 [sender.py:send_exit():587] handling runtime: 0
2023-10-24 14:08:22,013 INFO    SenderThread:3153 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-24 14:08:22,013 INFO    SenderThread:3153 [sender.py:send_exit():593] send defer
2023-10-24 14:08:22,013 DEBUG   SenderThread:3153 [sender.py:send():380] send: files
2023-10-24 14:08:22,013 INFO    SenderThread:3153 [sender.py:_save_file():1378] saving file events.out.tfevents.1698149301.testing.local.3110.0 with policy live
2023-10-24 14:08:22,013 DEBUG   HandlerThread:3153 [handler.py:handle_request():146] handle_request: defer
2023-10-24 14:08:22,013 INFO    HandlerThread:3153 [handler.py:handle_request_defer():172] handle defer: 0
2023-10-24 14:08:22,014 DEBUG   SenderThread:3153 [sender.py:send_request():407] send_request: defer
2023-10-24 14:08:22,014 INFO    SenderThread:3153 [sender.py:send_request_defer():609] handle sender defer: 0
2023-10-24 14:08:22,014 INFO    SenderThread:3153 [sender.py:transition_state():613] send defer: 1
2023-10-24 14:08:22,014 DEBUG   HandlerThread:3153 [handler.py:handle_request():146] handle_request: defer
2023-10-24 14:08:22,014 INFO    HandlerThread:3153 [handler.py:handle_request_defer():172] handle defer: 1
2023-10-24 14:08:22,014 DEBUG   SenderThread:3153 [sender.py:send_request():407] send_request: defer
2023-10-24 14:08:22,014 INFO    SenderThread:3153 [sender.py:send_request_defer():609] handle sender defer: 1
2023-10-24 14:08:22,014 INFO    SenderThread:3153 [sender.py:transition_state():613] send defer: 2
2023-10-24 14:08:22,014 DEBUG   HandlerThread:3153 [handler.py:handle_request():146] handle_request: defer
2023-10-24 14:08:22,014 INFO    HandlerThread:3153 [handler.py:handle_request_defer():172] handle defer: 2
2023-10-24 14:08:22,014 INFO    HandlerThread:3153 [system_monitor.py:finish():203] Stopping system monitor
2023-10-24 14:08:22,014 DEBUG   SystemMonitor:3153 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2023-10-24 14:08:22,015 INFO    HandlerThread:3153 [interfaces.py:finish():202] Joined cpu monitor
2023-10-24 14:08:22,015 DEBUG   SystemMonitor:3153 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2023-10-24 14:08:22,015 INFO    HandlerThread:3153 [interfaces.py:finish():202] Joined disk monitor
2023-10-24 14:08:22,015 DEBUG   SystemMonitor:3153 [system_monitor.py:_start():183] Publishing last batch of metrics
2023-10-24 14:08:22,385 INFO    Thread-12 :3153 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/oyvind/code/skole/master/rl-test/wandb/run-20231024_140820-gnmo6iz9/files/output.log
2023-10-24 14:08:22,385 INFO    Thread-12 :3153 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/oyvind/code/skole/master/rl-test/wandb/run-20231024_140820-gnmo6iz9/files/wandb-summary.json
2023-10-24 14:08:22,385 INFO    Thread-12 :3153 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/oyvind/code/skole/master/rl-test/wandb/run-20231024_140820-gnmo6iz9/files/wandb-metadata.json
2023-10-24 14:08:22,385 INFO    Thread-12 :3153 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/oyvind/code/skole/master/rl-test/wandb/run-20231024_140820-gnmo6iz9/files/requirements.txt
2023-10-24 14:08:22,385 INFO    Thread-12 :3153 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/oyvind/code/skole/master/rl-test/wandb/run-20231024_140820-gnmo6iz9/files/events.out.tfevents.1698149301.testing.local.3110.0
2023-10-24 14:08:22,484 INFO    HandlerThread:3153 [interfaces.py:finish():202] Joined gpuapple monitor
2023-10-24 14:08:22,484 INFO    HandlerThread:3153 [interfaces.py:finish():202] Joined memory monitor
2023-10-24 14:08:22,484 INFO    HandlerThread:3153 [interfaces.py:finish():202] Joined network monitor
2023-10-24 14:08:22,484 DEBUG   SenderThread:3153 [sender.py:send_request():407] send_request: defer
2023-10-24 14:08:22,485 INFO    SenderThread:3153 [sender.py:send_request_defer():609] handle sender defer: 2
2023-10-24 14:08:22,485 INFO    SenderThread:3153 [sender.py:transition_state():613] send defer: 3
2023-10-24 14:08:22,485 DEBUG   SenderThread:3153 [sender.py:send():380] send: telemetry
2023-10-24 14:08:22,485 DEBUG   SenderThread:3153 [sender.py:send():380] send: stats
2023-10-24 14:08:22,485 DEBUG   HandlerThread:3153 [handler.py:handle_request():146] handle_request: defer
2023-10-24 14:08:22,485 INFO    HandlerThread:3153 [handler.py:handle_request_defer():172] handle defer: 3
2023-10-24 14:08:22,485 DEBUG   SenderThread:3153 [sender.py:send_request():407] send_request: defer
2023-10-24 14:08:22,485 INFO    SenderThread:3153 [sender.py:send_request_defer():609] handle sender defer: 3
2023-10-24 14:08:22,485 INFO    SenderThread:3153 [sender.py:transition_state():613] send defer: 4
2023-10-24 14:08:22,485 DEBUG   HandlerThread:3153 [handler.py:handle_request():146] handle_request: defer
2023-10-24 14:08:22,485 INFO    HandlerThread:3153 [handler.py:handle_request_defer():172] handle defer: 4
2023-10-24 14:08:22,491 INFO    wandb-upload_0:3153 [upload_job.py:push():131] Uploaded file /var/folders/qb/7g894g8949v8wktrvqzqx7dm0000gn/T/tmp5t8jmzrywandb/jss46q37-wandb-metadata.json
2023-10-24 14:08:22,511 INFO    wandb-upload_1:3153 [upload_job.py:push():131] Uploaded file /var/folders/qb/7g894g8949v8wktrvqzqx7dm0000gn/T/tmp5t8jmzrywandb/x6kqoyh3-events.out.tfevents.1698149301.testing.local.3110.0
2023-10-24 14:08:24,397 INFO    Thread-12 :3153 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/oyvind/code/skole/master/rl-test/wandb/run-20231024_140820-gnmo6iz9/files/output.log
2023-10-24 14:08:28,811 DEBUG   HandlerThread:3153 [handler.py:handle_request():146] handle_request: poll_exit
2023-10-24 14:08:28,811 DEBUG   HandlerThread:3153 [handler.py:handle_request():146] handle_request: status_report
2023-10-24 14:08:28,811 DEBUG   SenderThread:3153 [sender.py:send_request():407] send_request: defer
2023-10-24 14:08:28,812 DEBUG   HandlerThread:3153 [handler.py:handle_request():146] handle_request: keepalive
2023-10-24 14:08:28,812 INFO    SenderThread:3153 [sender.py:send_request_defer():609] handle sender defer: 4
2023-10-24 14:08:28,814 INFO    SenderThread:3153 [sender.py:transition_state():613] send defer: 5
2023-10-24 14:08:28,814 DEBUG   SenderThread:3153 [sender.py:send_request():407] send_request: poll_exit
2023-10-24 14:08:28,814 DEBUG   SenderThread:3153 [sender.py:send():380] send: history
2023-10-24 14:08:28,815 DEBUG   SenderThread:3153 [sender.py:send_request():407] send_request: summary_record
2023-10-24 14:08:28,816 DEBUG   HandlerThread:3153 [handler.py:handle_request():146] handle_request: defer
2023-10-24 14:08:28,816 INFO    HandlerThread:3153 [handler.py:handle_request_defer():172] handle defer: 5
2023-10-24 14:08:28,817 INFO    SenderThread:3153 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-24 14:08:28,817 DEBUG   SenderThread:3153 [sender.py:send():380] send: summary
2023-10-24 14:08:28,817 INFO    SenderThread:3153 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-24 14:08:28,818 DEBUG   SenderThread:3153 [sender.py:send_request():407] send_request: defer
2023-10-24 14:08:28,818 INFO    SenderThread:3153 [sender.py:send_request_defer():609] handle sender defer: 5
2023-10-24 14:08:28,818 INFO    SenderThread:3153 [sender.py:transition_state():613] send defer: 6
2023-10-24 14:08:28,818 DEBUG   HandlerThread:3153 [handler.py:handle_request():146] handle_request: defer
2023-10-24 14:08:28,818 INFO    HandlerThread:3153 [handler.py:handle_request_defer():172] handle defer: 6
2023-10-24 14:08:28,818 DEBUG   SenderThread:3153 [sender.py:send_request():407] send_request: defer
2023-10-24 14:08:28,818 INFO    SenderThread:3153 [sender.py:send_request_defer():609] handle sender defer: 6
2023-10-24 14:08:28,820 DEBUG   HandlerThread:3153 [handler.py:handle_request():146] handle_request: status_report
2023-10-24 14:08:29,167 INFO    SenderThread:3153 [sender.py:transition_state():613] send defer: 7
2023-10-24 14:08:29,167 DEBUG   HandlerThread:3153 [handler.py:handle_request():146] handle_request: defer
2023-10-24 14:08:29,167 INFO    HandlerThread:3153 [handler.py:handle_request_defer():172] handle defer: 7
2023-10-24 14:08:29,167 DEBUG   SenderThread:3153 [sender.py:send_request():407] send_request: defer
2023-10-24 14:08:29,167 INFO    SenderThread:3153 [sender.py:send_request_defer():609] handle sender defer: 7
2023-10-24 14:08:29,416 INFO    Thread-12 :3153 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/oyvind/code/skole/master/rl-test/wandb/run-20231024_140820-gnmo6iz9/files/wandb-summary.json
2023-10-24 14:08:29,416 INFO    Thread-12 :3153 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/oyvind/code/skole/master/rl-test/wandb/run-20231024_140820-gnmo6iz9/files/config.yaml
2023-10-24 14:08:30,029 INFO    SenderThread:3153 [sender.py:transition_state():613] send defer: 8
2023-10-24 14:08:30,030 DEBUG   HandlerThread:3153 [handler.py:handle_request():146] handle_request: defer
2023-10-24 14:08:30,030 INFO    HandlerThread:3153 [handler.py:handle_request_defer():172] handle defer: 8
2023-10-24 14:08:30,030 DEBUG   SenderThread:3153 [sender.py:send_request():407] send_request: defer
2023-10-24 14:08:30,030 INFO    SenderThread:3153 [sender.py:send_request_defer():609] handle sender defer: 8
2023-10-24 14:08:30,030 INFO    SenderThread:3153 [job_builder.py:build():281] Attempting to build job artifact
2023-10-24 14:08:30,030 INFO    SenderThread:3153 [job_builder.py:_get_source_type():393] is repo sourced job
2023-10-24 14:08:30,031 INFO    SenderThread:3153 [job_builder.py:build():369] adding wandb-job metadata file
2023-10-24 14:08:30,033 INFO    SenderThread:3153 [sender.py:transition_state():613] send defer: 9
2023-10-24 14:08:30,033 DEBUG   HandlerThread:3153 [handler.py:handle_request():146] handle_request: defer
2023-10-24 14:08:30,033 DEBUG   SenderThread:3153 [sender.py:send():380] send: artifact
2023-10-24 14:08:30,033 INFO    HandlerThread:3153 [handler.py:handle_request_defer():172] handle defer: 9
2023-10-24 14:08:30,420 INFO    Thread-12 :3153 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/oyvind/code/skole/master/rl-test/wandb/run-20231024_140820-gnmo6iz9/files/output.log
2023-10-24 14:08:30,900 INFO    SenderThread:3153 [sender.py:send_artifact():1456] sent artifact job-git_github.com_Oyveloper_rl-test.git_mountain_car.py - {'id': 'QXJ0aWZhY3Q6NjE0NDQxOTc4', 'state': 'COMMITTED', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjEwOTQ2MDYyMQ==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6NjE0NDU5MTA1', 'versionIndex': 3}}}
2023-10-24 14:08:30,900 DEBUG   SenderThread:3153 [sender.py:send_request():407] send_request: defer
2023-10-24 14:08:30,900 INFO    SenderThread:3153 [sender.py:send_request_defer():609] handle sender defer: 9
2023-10-24 14:08:30,900 INFO    SenderThread:3153 [dir_watcher.py:finish():358] shutting down directory watcher
2023-10-24 14:08:31,422 INFO    SenderThread:3153 [dir_watcher.py:finish():388] scan: /Users/oyvind/code/skole/master/rl-test/wandb/run-20231024_140820-gnmo6iz9/files
2023-10-24 14:08:31,423 INFO    SenderThread:3153 [dir_watcher.py:finish():402] scan save: /Users/oyvind/code/skole/master/rl-test/wandb/run-20231024_140820-gnmo6iz9/files/events.out.tfevents.1698149301.testing.local.3110.0 events.out.tfevents.1698149301.testing.local.3110.0
2023-10-24 14:08:31,423 INFO    SenderThread:3153 [dir_watcher.py:finish():402] scan save: /Users/oyvind/code/skole/master/rl-test/wandb/run-20231024_140820-gnmo6iz9/files/requirements.txt requirements.txt
2023-10-24 14:08:31,423 INFO    SenderThread:3153 [dir_watcher.py:finish():402] scan save: /Users/oyvind/code/skole/master/rl-test/wandb/run-20231024_140820-gnmo6iz9/files/output.log output.log
2023-10-24 14:08:31,423 INFO    SenderThread:3153 [dir_watcher.py:finish():402] scan save: /Users/oyvind/code/skole/master/rl-test/wandb/run-20231024_140820-gnmo6iz9/files/config.yaml config.yaml
2023-10-24 14:08:31,423 INFO    SenderThread:3153 [dir_watcher.py:finish():402] scan save: /Users/oyvind/code/skole/master/rl-test/wandb/run-20231024_140820-gnmo6iz9/files/wandb-summary.json wandb-summary.json
2023-10-24 14:08:31,423 INFO    SenderThread:3153 [dir_watcher.py:finish():402] scan save: /Users/oyvind/code/skole/master/rl-test/wandb/run-20231024_140820-gnmo6iz9/files/wandb-metadata.json wandb-metadata.json
2023-10-24 14:08:31,423 INFO    SenderThread:3153 [sender.py:transition_state():613] send defer: 10
2023-10-24 14:08:31,423 DEBUG   HandlerThread:3153 [handler.py:handle_request():146] handle_request: defer
2023-10-24 14:08:31,423 INFO    HandlerThread:3153 [handler.py:handle_request_defer():172] handle defer: 10
2023-10-24 14:08:31,424 DEBUG   SenderThread:3153 [sender.py:send_request():407] send_request: defer
