2023-10-24 14:08:52,248 INFO    StreamThr :3293 [internal.py:wandb_internal():86] W&B internal server running at pid: 3293, started at: 2023-10-24 14:08:52.248038
2023-10-24 14:08:52,249 DEBUG   HandlerThread:3293 [handler.py:handle_request():146] handle_request: status
2023-10-24 14:08:52,250 INFO    WriterThread:3293 [datastore.py:open_for_write():85] open: /Users/oyvind/code/skole/master/rl-test/wandb/run-20231024_140852-zaazwpnp/run-zaazwpnp.wandb
2023-10-24 14:08:52,250 DEBUG   SenderThread:3293 [sender.py:send():380] send: header
2023-10-24 14:08:52,283 DEBUG   SenderThread:3293 [sender.py:send():380] send: run
2023-10-24 14:08:52,745 INFO    SenderThread:3293 [dir_watcher.py:__init__():211] watching files in: /Users/oyvind/code/skole/master/rl-test/wandb/run-20231024_140852-zaazwpnp/files
2023-10-24 14:08:52,745 INFO    SenderThread:3293 [sender.py:_start_run_threads():1122] run started: zaazwpnp with start time 1698149332.249183
2023-10-24 14:08:52,749 DEBUG   HandlerThread:3293 [handler.py:handle_request():146] handle_request: check_version
2023-10-24 14:08:52,749 DEBUG   SenderThread:3293 [sender.py:send_request():407] send_request: check_version
2023-10-24 14:08:52,857 DEBUG   HandlerThread:3293 [handler.py:handle_request():146] handle_request: run_start
2023-10-24 14:08:52,904 DEBUG   HandlerThread:3293 [system_info.py:__init__():32] System info init
2023-10-24 14:08:52,905 DEBUG   HandlerThread:3293 [system_info.py:__init__():47] System info init done
2023-10-24 14:08:52,905 INFO    HandlerThread:3293 [system_monitor.py:start():194] Starting system monitor
2023-10-24 14:08:52,905 INFO    SystemMonitor:3293 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-10-24 14:08:52,905 INFO    HandlerThread:3293 [system_monitor.py:probe():214] Collecting system info
2023-10-24 14:08:52,906 INFO    SystemMonitor:3293 [interfaces.py:start():190] Started cpu monitoring
2023-10-24 14:08:52,906 INFO    SystemMonitor:3293 [interfaces.py:start():190] Started disk monitoring
2023-10-24 14:08:52,906 DEBUG   HandlerThread:3293 [system_info.py:probe():196] Probing system
2023-10-24 14:08:52,907 INFO    SystemMonitor:3293 [interfaces.py:start():190] Started gpuapple monitoring
2023-10-24 14:08:52,910 INFO    SystemMonitor:3293 [interfaces.py:start():190] Started memory monitoring
2023-10-24 14:08:52,912 INFO    SystemMonitor:3293 [interfaces.py:start():190] Started network monitoring
2023-10-24 14:08:53,011 DEBUG   HandlerThread:3293 [system_info.py:_probe_git():181] Probing git
2023-10-24 14:08:53,065 DEBUG   HandlerThread:3293 [system_info.py:_probe_git():189] Probing git done
2023-10-24 14:08:53,066 DEBUG   HandlerThread:3293 [system_info.py:probe():244] Probing system done
2023-10-24 14:08:53,066 DEBUG   HandlerThread:3293 [system_monitor.py:probe():223] {'os': 'macOS-13.5.2-arm64-arm-64bit', 'python': '3.10.13', 'heartbeatAt': '2023-10-24T12:08:52.907670', 'startedAt': '2023-10-24T12:08:52.245340', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/oyvind/code/skole/master/rl-test/mountain_car.py', 'codePathLocal': 'mountain_car.py', 'codePath': 'mountain_car.py', 'git': {'remote': 'git@github.com:Oyveloper/rl-test.git', 'commit': '9750d2209976682e8807ce697a139f25f9f2d72a'}, 'email': 'yvind.monsen@gmail.com', 'root': '/Users/oyvind/code/skole/master/rl-test', 'host': 'testing.local', 'username': 'oyvind', 'executable': '/Users/oyvind/code/skole/master/rl-test/.venv/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 926.3517189025879, 'used': 8.542999267578125}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-10-24 14:08:53,066 INFO    HandlerThread:3293 [system_monitor.py:probe():224] Finished collecting system info
2023-10-24 14:08:53,066 INFO    HandlerThread:3293 [system_monitor.py:probe():227] Publishing system info
2023-10-24 14:08:53,066 DEBUG   HandlerThread:3293 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-24 14:08:53,066 DEBUG   HandlerThread:3293 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-24 14:08:53,066 INFO    HandlerThread:3293 [system_monitor.py:probe():229] Finished publishing system info
2023-10-24 14:08:53,070 DEBUG   SenderThread:3293 [sender.py:send():380] send: files
2023-10-24 14:08:53,070 INFO    SenderThread:3293 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-10-24 14:08:53,073 DEBUG   HandlerThread:3293 [handler.py:handle_request():146] handle_request: stop_status
2023-10-24 14:08:53,073 DEBUG   SenderThread:3293 [sender.py:send_request():407] send_request: stop_status
2023-10-24 14:08:53,074 DEBUG   HandlerThread:3293 [handler.py:handle_request():146] handle_request: internal_messages
2023-10-24 14:08:53,074 INFO    HandlerThread:3293 [handler.py:handle_tbrecord():764] handling tbrecord: tbrecord {
  log_dir: "runs/ppo-mountain-car-continuous"
  save: true
}
control {
  relay_id: "953f941a7f6c40889dfa64e6b4e08a9d"
}
_info {
  stream_id: "zaazwpnp"
}

2023-10-24 14:08:53,075 DEBUG   HandlerThread:3293 [config_util.py:dict_from_config_file():101] no default config file found in config-defaults.yaml
2023-10-24 14:08:53,354 DEBUG   SenderThread:3293 [sender.py:send():380] send: telemetry
2023-10-24 14:08:53,354 DEBUG   SenderThread:3293 [sender.py:send():380] send: tbrecord
2023-10-24 14:08:53,354 DEBUG   SenderThread:3293 [sender.py:send():380] send: exit
2023-10-24 14:08:53,354 INFO    SenderThread:3293 [sender.py:send_exit():585] handling exit code: 1
2023-10-24 14:08:53,355 INFO    SenderThread:3293 [sender.py:send_exit():587] handling runtime: 0
2023-10-24 14:08:53,355 INFO    SenderThread:3293 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-24 14:08:53,355 INFO    SenderThread:3293 [sender.py:send_exit():593] send defer
2023-10-24 14:08:53,355 DEBUG   SenderThread:3293 [sender.py:send():380] send: files
